,country,year,country_year,index_measure,q1_macro_appointment_procedures_ind_measure,q1_micro_appointment_judges_ind_measure,q1_micro_appointment_court_presidents_ind_measure,q1_micro_appointment_veto_ind_measure,q1_macro_selection_criteria_ind_measure,q1_micro_selection_predetermined_law_ind_measure,q1_micro_selection_intl_standards_ind_measure,q1_micro_transparency_appeal_ind_measure,q1_macro_professional_rights_ind_measure,q1_micro_judge_tenure_ind_measure,q1_micro_judge_immunity_ind_measure,q1_micro_judge_salary_ind_measure,q1_macro_professional_obligations_ind_measure,q1_micro_disciplinary_proceedings_law_ind_measure,q1_micro_disciplinary_proceedings_actors_ind_measure,q1_micro_conflict_recusal_evaluation_ind_measure,q1_macro_judicial_administration_ind_measure,q1_micro_judicial_self_governance_bodies_ind_measure,q1_micro_judicial_self_governance_competences_ind_measure,q1_micro_courts_administration_ind_measure
256,Finland,2003,Finland_2003,0.7,0.33,0.5,0.5,0.0,0.75,1.0,1.0,0.25,0.92,0.75,1.0,1.0,0.89,1.0,1.0,0.67,0.59,0.0,0.78,1.0
257,Finland,2004,Finland_2004,0.7,0.33,0.5,0.5,0.0,0.75,1.0,1.0,0.25,0.92,0.75,1.0,1.0,0.89,1.0,1.0,0.67,0.59,0.0,0.78,1.0
258,Finland,2005,Finland_2005,0.7,0.33,0.5,0.5,0.0,0.75,1.0,1.0,0.25,0.92,0.75,1.0,1.0,0.89,1.0,1.0,0.67,0.59,0.0,0.78,1.0
259,Finland,2006,Finland_2006,0.7,0.33,0.5,0.5,0.0,0.75,1.0,1.0,0.25,0.92,0.75,1.0,1.0,0.89,1.0,1.0,0.67,0.59,0.0,0.78,1.0
260,Finland,2007,Finland_2007,0.7,0.33,0.5,0.5,0.0,0.75,1.0,1.0,0.25,0.92,0.75,1.0,1.0,0.89,1.0,1.0,0.67,0.59,0.0,0.78,1.0
261,Finland,2008,Finland_2008,0.7,0.33,0.5,0.5,0.0,0.75,1.0,1.0,0.25,0.92,0.75,1.0,1.0,0.89,1.0,1.0,0.67,0.59,0.0,0.78,1.0
262,Finland,2009,Finland_2009,0.7,0.33,0.5,0.5,0.0,0.75,1.0,1.0,0.25,0.92,0.75,1.0,1.0,0.89,1.0,1.0,0.67,0.59,0.0,0.78,1.0
263,Finland,2010,Finland_2010,0.7,0.33,0.5,0.5,0.0,0.75,1.0,1.0,0.25,0.92,0.75,1.0,1.0,0.89,1.0,1.0,0.67,0.59,0.0,0.78,1.0
264,Finland,2011,Finland_2011,0.7,0.33,0.5,0.5,0.0,0.75,1.0,1.0,0.25,0.92,0.75,1.0,1.0,0.89,1.0,1.0,0.67,0.59,0.0,0.78,1.0
265,Finland,2012,Finland_2012,0.7,0.33,0.5,0.5,0.0,0.75,1.0,1.0,0.25,0.92,0.75,1.0,1.0,0.89,1.0,1.0,0.67,0.59,0.0,0.78,1.0
266,Finland,2013,Finland_2013,0.7,0.33,0.5,0.5,0.0,0.75,1.0,1.0,0.25,0.92,0.75,1.0,1.0,0.89,1.0,1.0,0.67,0.59,0.0,0.78,1.0
267,Finland,2014,Finland_2014,0.7,0.33,0.5,0.5,0.0,0.75,1.0,1.0,0.25,0.92,0.75,1.0,1.0,0.89,1.0,1.0,0.67,0.59,0.0,0.78,1.0
268,Finland,2015,Finland_2015,0.7,0.33,0.5,0.5,0.0,0.75,1.0,1.0,0.25,0.92,0.75,1.0,1.0,0.89,1.0,1.0,0.67,0.59,0.0,0.78,1.0
269,Finland,2016,Finland_2016,0.7,0.33,0.5,0.5,0.0,0.75,1.0,1.0,0.25,0.92,0.75,1.0,1.0,0.89,1.0,1.0,0.67,0.59,0.0,0.78,1.0
270,Finland,2017,Finland_2017,0.7,0.33,0.5,0.5,0.0,0.75,1.0,1.0,0.25,0.92,0.75,1.0,1.0,0.89,1.0,1.0,0.67,0.59,0.0,0.78,1.0
271,Finland,2018,Finland_2018,0.7,0.33,0.5,0.5,0.0,0.75,1.0,1.0,0.25,0.92,0.75,1.0,1.0,0.89,1.0,1.0,0.67,0.59,0.0,0.78,1.0
272,Finland,2019,Finland_2019,0.7,0.33,0.5,0.5,0.0,0.75,1.0,1.0,0.25,0.92,0.75,1.0,1.0,0.89,1.0,1.0,0.67,0.59,0.0,0.78,1.0
273,Finland,2020,Finland_2020,0.76,0.33,0.5,0.5,0.0,0.75,1.0,1.0,0.25,0.92,0.75,1.0,1.0,0.89,1.0,1.0,0.67,0.91,0.83,0.89,1.0
274,Finland,2021,Finland_2021,0.76,0.33,0.5,0.5,0.0,0.75,1.0,1.0,0.25,0.92,0.75,1.0,1.0,0.89,1.0,1.0,0.67,0.91,0.83,0.89,1.0
275,Finland,2022,Finland_2022,0.76,0.33,0.5,0.5,0.0,0.75,1.0,1.0,0.25,0.92,0.75,1.0,1.0,0.89,1.0,1.0,0.67,0.91,0.83,0.89,1.0
276,France,2000,France_2000,0.67,0.44,0.5,0.5,0.33,0.97,1.0,1.0,0.92,0.83,0.75,0.75,1.0,0.68,0.62,0.75,0.67,0.44,0.33,0.67,0.33
277,France,2001,France_2001,0.7,0.44,0.5,0.5,0.33,0.97,1.0,1.0,0.92,0.92,1.0,0.75,1.0,0.71,0.62,0.83,0.67,0.44,0.33,0.67,0.33
278,France,2002,France_2002,0.7,0.44,0.5,0.5,0.33,0.97,1.0,1.0,0.92,0.92,1.0,0.75,1.0,0.71,0.62,0.83,0.67,0.44,0.33,0.67,0.33
279,France,2003,France_2003,0.7,0.44,0.5,0.5,0.33,0.97,1.0,1.0,0.92,0.92,1.0,0.75,1.0,0.71,0.62,0.83,0.67,0.44,0.33,0.67,0.33
280,France,2004,France_2004,0.72,0.44,0.5,0.5,0.33,0.97,1.0,1.0,0.92,0.92,1.0,0.75,1.0,0.71,0.62,0.83,0.67,0.56,0.33,0.67,0.67
281,France,2005,France_2005,0.72,0.44,0.5,0.5,0.33,0.97,1.0,1.0,0.92,0.92,1.0,0.75,1.0,0.71,0.62,0.83,0.67,0.56,0.33,0.67,0.67
282,France,2006,France_2006,0.72,0.44,0.5,0.5,0.33,0.97,1.0,1.0,0.92,0.92,1.0,0.75,1.0,0.71,0.62,0.83,0.67,0.56,0.33,0.67,0.67
283,France,2007,France_2007,0.72,0.44,0.5,0.5,0.33,0.97,1.0,1.0,0.92,0.92,1.0,0.75,1.0,0.71,0.62,0.83,0.67,0.56,0.33,0.67,0.67
284,France,2008,France_2008,0.75,0.44,0.5,0.5,0.33,0.97,1.0,1.0,0.92,0.92,1.0,0.75,1.0,0.71,0.62,0.83,0.67,0.72,0.83,0.67,0.67
285,France,2009,France_2009,0.75,0.44,0.5,0.5,0.33,0.97,1.0,1.0,0.92,0.92,1.0,0.75,1.0,0.71,0.62,0.83,0.67,0.72,0.83,0.67,0.67
286,France,2010,France_2010,0.75,0.44,0.5,0.5,0.33,0.97,1.0,1.0,0.92,0.92,1.0,0.75,1.0,0.71,0.62,0.83,0.67,0.72,0.83,0.67,0.67
287,France,2011,France_2011,0.75,0.44,0.5,0.5,0.33,0.97,1.0,1.0,0.92,0.92,1.0,0.75,1.0,0.71,0.62,0.83,0.67,0.72,0.83,0.67,0.67
288,France,2012,France_2012,0.75,0.44,0.5,0.5,0.33,0.97,1.0,1.0,0.92,0.92,1.0,0.75,1.0,0.71,0.62,0.83,0.67,0.72,0.83,0.67,0.67
289,France,2013,France_2013,0.75,0.44,0.5,0.5,0.33,0.97,1.0,1.0,0.92,0.92,1.0,0.75,1.0,0.71,0.62,0.83,0.67,0.72,0.83,0.67,0.67
290,France,2014,France_2014,0.75,0.44,0.5,0.5,0.33,0.97,1.0,1.0,0.92,0.92,1.0,0.75,1.0,0.71,0.62,0.83,0.67,0.72,0.83,0.67,0.67
291,France,2015,France_2015,0.75,0.44,0.5,0.5,0.33,0.97,1.0,1.0,0.92,0.92,1.0,0.75,1.0,0.71,0.62,0.83,0.67,0.72,0.83,0.67,0.67
292,France,2016,France_2016,0.75,0.44,0.5,0.5,0.33,0.97,1.0,1.0,0.92,0.92,1.0,0.75,1.0,0.71,0.62,0.83,0.67,0.72,0.83,0.67,0.67
293,France,2017,France_2017,0.75,0.44,0.5,0.5,0.33,0.97,1.0,1.0,0.92,0.92,1.0,0.75,1.0,0.71,0.62,0.83,0.67,0.72,0.83,0.67,0.67
294,France,2018,France_2018,0.75,0.44,0.5,0.5,0.33,0.97,1.0,1.0,0.92,0.92,1.0,0.75,1.0,0.71,0.62,0.83,0.67,0.72,0.83,0.67,0.67
295,France,2019,France_2019,0.75,0.44,0.5,0.5,0.33,0.97,1.0,1.0,0.92,0.92,1.0,0.75,1.0,0.71,0.62,0.83,0.67,0.72,0.83,0.67,0.67
296,France,2020,France_2020,0.75,0.44,0.5,0.5,0.33,0.97,1.0,1.0,0.92,0.92,1.0,0.75,1.0,0.71,0.62,0.83,0.67,0.72,0.83,0.67,0.67
297,France,2021,France_2021,0.75,0.44,0.5,0.5,0.33,0.97,1.0,1.0,0.92,0.92,1.0,0.75,1.0,0.71,0.62,0.83,0.67,0.72,0.83,0.67,0.67
298,France,2022,France_2022,0.75,0.44,0.5,0.5,0.33,0.97,1.0,1.0,0.92,0.92,1.0,0.75,1.0,0.71,0.62,0.83,0.67,0.72,0.83,0.67,0.67
299,Georgia,2000,Georgia_2000,0.5,0.22,0.5,0.17,0.0,0.44,1.0,0.25,0.08,0.5,0.25,0.25,1.0,0.85,0.88,1.0,0.67,0.48,0.33,0.44,0.67
300,Georgia,2001,Georgia_2001,0.5,0.22,0.5,0.17,0.0,0.44,1.0,0.25,0.08,0.5,0.25,0.25,1.0,0.85,0.88,1.0,0.67,0.48,0.33,0.44,0.67
301,Georgia,2002,Georgia_2002,0.5,0.22,0.5,0.17,0.0,0.44,1.0,0.25,0.08,0.5,0.25,0.25,1.0,0.85,0.88,1.0,0.67,0.48,0.33,0.44,0.67
302,Georgia,2003,Georgia_2003,0.5,0.22,0.5,0.17,0.0,0.44,1.0,0.25,0.08,0.5,0.25,0.25,1.0,0.85,0.88,1.0,0.67,0.48,0.33,0.44,0.67
303,Georgia,2004,Georgia_2004,0.53,0.28,0.67,0.17,0.0,0.44,1.0,0.25,0.08,0.58,0.25,0.5,1.0,0.85,0.88,1.0,0.67,0.48,0.33,0.44,0.67
304,Georgia,2005,Georgia_2005,0.55,0.39,0.83,0.33,0.0,0.44,1.0,0.25,0.08,0.58,0.25,0.5,1.0,0.85,0.88,1.0,0.67,0.48,0.33,0.44,0.67
305,Georgia,2006,Georgia_2006,0.55,0.39,0.83,0.33,0.0,0.44,1.0,0.25,0.08,0.58,0.25,0.5,1.0,0.85,0.88,1.0,0.67,0.48,0.33,0.44,0.67
306,Georgia,2007,Georgia_2007,0.65,0.78,0.83,0.83,0.67,0.44,1.0,0.25,0.08,0.58,0.25,0.5,1.0,0.85,0.88,1.0,0.67,0.61,0.83,0.33,0.67
307,Georgia,2008,Georgia_2008,0.65,0.78,0.83,0.83,0.67,0.44,1.0,0.25,0.08,0.58,0.25,0.5,1.0,0.85,0.88,1.0,0.67,0.61,0.83,0.33,0.67
308,Georgia,2009,Georgia_2009,0.65,0.78,0.83,0.83,0.67,0.44,1.0,0.25,0.08,0.58,0.25,0.5,1.0,0.85,0.88,1.0,0.67,0.61,0.83,0.33,0.67
309,Georgia,2010,Georgia_2010,0.65,0.78,0.83,0.83,0.67,0.44,1.0,0.25,0.08,0.58,0.25,0.5,1.0,0.85,0.88,1.0,0.67,0.61,0.83,0.33,0.67
310,Georgia,2011,Georgia_2011,0.65,0.78,0.83,0.83,0.67,0.44,1.0,0.25,0.08,0.58,0.25,0.5,1.0,0.85,0.88,1.0,0.67,0.61,0.83,0.33,0.67
311,Georgia,2012,Georgia_2012,0.65,0.78,0.83,0.83,0.67,0.44,1.0,0.25,0.08,0.58,0.25,0.5,1.0,0.85,0.88,1.0,0.67,0.61,0.83,0.33,0.67
312,Georgia,2013,Georgia_2013,0.67,0.78,0.83,0.83,0.67,0.36,1.0,0.0,0.08,0.75,0.75,0.5,1.0,0.85,0.88,1.0,0.67,0.61,0.83,0.33,0.67
313,Georgia,2014,Georgia_2014,0.7,0.78,0.83,0.83,0.67,0.53,1.0,0.0,0.58,0.75,0.75,0.5,1.0,0.85,0.88,1.0,0.67,0.61,0.83,0.33,0.67
314,Georgia,2015,Georgia_2015,0.7,0.78,0.83,0.83,0.67,0.53,1.0,0.0,0.58,0.75,0.75,0.5,1.0,0.85,0.88,1.0,0.67,0.61,0.83,0.33,0.67
315,Georgia,2016,Georgia_2016,0.7,0.78,0.83,0.83,0.67,0.53,1.0,0.0,0.58,0.75,0.75,0.5,1.0,0.85,0.88,1.0,0.67,0.61,0.83,0.33,0.67
316,Georgia,2017,Georgia_2017,0.83,0.89,0.83,0.83,1.0,0.83,1.0,0.75,0.75,0.75,0.75,0.5,1.0,0.85,0.88,1.0,0.67,0.83,0.83,0.67,1.0
317,Georgia,2018,Georgia_2018,0.83,0.89,0.83,0.83,1.0,0.83,1.0,0.75,0.75,0.75,0.75,0.5,1.0,0.85,0.88,1.0,0.67,0.83,0.83,0.67,1.0
318,Georgia,2019,Georgia_2019,0.83,0.89,0.83,0.83,1.0,0.83,1.0,0.75,0.75,0.75,0.75,0.5,1.0,0.85,0.88,1.0,0.67,0.83,0.83,0.67,1.0
319,Georgia,2020,Georgia_2020,0.83,0.89,0.83,0.83,1.0,0.83,1.0,0.75,0.75,0.75,0.75,0.5,1.0,0.85,0.88,1.0,0.67,0.83,0.83,0.67,1.0
320,Georgia,2021,Georgia_2021,0.83,0.89,0.83,0.83,1.0,0.83,1.0,0.75,0.75,0.75,0.75,0.5,1.0,0.85,0.88,1.0,0.67,0.83,0.83,0.67,1.0
321,Georgia,2022,Georgia_2022,0.83,0.89,0.83,0.83,1.0,0.83,1.0,0.75,0.75,0.75,0.75,0.5,1.0,0.85,0.88,1.0,0.67,0.83,0.83,0.67,1.0
322,Germany,2000,Germany_2000,0.82,0.56,0.67,1.0,0.0,0.96,1.0,0.88,1.0,0.92,0.75,1.0,1.0,0.75,1.0,0.58,0.67,0.89,0.67,1.0,1.0
323,Germany,2001,Germany_2001,0.82,0.56,0.67,1.0,0.0,0.96,1.0,0.88,1.0,0.92,0.75,1.0,1.0,0.75,1.0,0.58,0.67,0.89,0.67,1.0,1.0
324,Germany,2002,Germany_2002,0.78,0.45,0.67,0.67,0.0,0.93,1.0,0.88,0.92,0.92,0.75,1.0,1.0,0.7,1.0,0.42,0.67,0.89,0.67,1.0,1.0
325,Germany,2003,Germany_2003,0.78,0.45,0.67,0.67,0.0,0.93,1.0,0.88,0.92,0.92,0.75,1.0,1.0,0.7,1.0,0.42,0.67,0.89,0.67,1.0,1.0
326,Germany,2004,Germany_2004,0.78,0.45,0.67,0.67,0.0,0.93,1.0,0.88,0.92,0.92,0.75,1.0,1.0,0.7,1.0,0.42,0.67,0.89,0.67,1.0,1.0
327,Germany,2005,Germany_2005,0.78,0.45,0.67,0.67,0.0,0.93,1.0,0.88,0.92,0.92,0.75,1.0,1.0,0.7,1.0,0.42,0.67,0.89,0.67,1.0,1.0
328,Germany,2006,Germany_2006,0.78,0.45,0.67,0.67,0.0,0.93,1.0,0.88,0.92,0.92,0.75,1.0,1.0,0.7,1.0,0.42,0.67,0.89,0.67,1.0,1.0
329,Germany,2007,Germany_2007,0.73,0.45,0.67,0.67,0.0,0.93,1.0,0.88,0.92,0.92,0.75,1.0,1.0,0.7,1.0,0.42,0.67,0.67,0.67,1.0,0.33
330,Germany,2008,Germany_2008,0.78,0.45,0.67,0.67,0.0,0.93,1.0,0.88,0.92,0.92,0.75,1.0,1.0,0.7,1.0,0.42,0.67,0.89,0.67,1.0,1.0
331,Germany,2009,Germany_2009,0.78,0.45,0.67,0.67,0.0,0.93,1.0,0.88,0.92,0.92,0.75,1.0,1.0,0.7,1.0,0.42,0.67,0.89,0.67,1.0,1.0
332,Germany,2010,Germany_2010,0.78,0.45,0.67,0.67,0.0,0.93,1.0,0.88,0.92,0.92,0.75,1.0,1.0,0.7,1.0,0.42,0.67,0.89,0.67,1.0,1.0
333,Germany,2011,Germany_2011,0.78,0.45,0.67,0.67,0.0,0.93,1.0,0.88,0.92,0.92,0.75,1.0,1.0,0.7,1.0,0.42,0.67,0.89,0.67,1.0,1.0
334,Germany,2012,Germany_2012,0.78,0.45,0.67,0.67,0.0,0.93,1.0,0.88,0.92,0.92,0.75,1.0,1.0,0.7,1.0,0.42,0.67,0.89,0.67,1.0,1.0
335,Germany,2013,Germany_2013,0.78,0.45,0.67,0.67,0.0,0.93,1.0,0.88,0.92,0.92,0.75,1.0,1.0,0.7,1.0,0.42,0.67,0.89,0.67,1.0,1.0
336,Germany,2014,Germany_2014,0.78,0.45,0.67,0.67,0.0,0.93,1.0,0.88,0.92,0.92,0.75,1.0,1.0,0.7,1.0,0.42,0.67,0.89,0.67,1.0,1.0
337,Germany,2015,Germany_2015,0.78,0.45,0.67,0.67,0.0,0.93,1.0,0.88,0.92,0.92,0.75,1.0,1.0,0.7,1.0,0.42,0.67,0.89,0.67,1.0,1.0
338,Germany,2016,Germany_2016,0.78,0.45,0.67,0.67,0.0,0.93,1.0,0.88,0.92,0.92,0.75,1.0,1.0,0.7,1.0,0.42,0.67,0.89,0.67,1.0,1.0
339,Germany,2017,Germany_2017,0.78,0.45,0.67,0.67,0.0,0.93,1.0,0.88,0.92,0.92,0.75,1.0,1.0,0.7,1.0,0.42,0.67,0.89,0.67,1.0,1.0
340,Germany,2018,Germany_2018,0.78,0.45,0.67,0.67,0.0,0.93,1.0,0.88,0.92,0.92,0.75,1.0,1.0,0.7,1.0,0.42,0.67,0.89,0.67,1.0,1.0
341,Germany,2019,Germany_2019,0.78,0.45,0.67,0.67,0.0,0.93,1.0,0.88,0.92,0.92,0.75,1.0,1.0,0.7,1.0,0.42,0.67,0.89,0.67,1.0,1.0
342,Germany,2020,Germany_2020,0.78,0.45,0.67,0.67,0.0,0.93,1.0,0.88,0.92,0.92,0.75,1.0,1.0,0.7,1.0,0.42,0.67,0.89,0.67,1.0,1.0
343,Germany,2021,Germany_2021,0.78,0.45,0.67,0.67,0.0,0.93,1.0,0.88,0.92,0.92,0.75,1.0,1.0,0.7,1.0,0.42,0.67,0.89,0.67,1.0,1.0
344,Germany,2022,Germany_2022,0.78,0.45,0.67,0.67,0.0,0.93,1.0,0.88,0.92,0.92,0.75,1.0,1.0,0.7,1.0,0.42,0.67,0.89,0.67,1.0,1.0
345,Greece,2000,Greece_2000,0.87,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.92,0.75,1.0,1.0,0.82,0.62,0.83,1.0,0.74,1.0,0.89,0.33
346,Greece,2001,Greece_2001,0.87,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.92,0.75,1.0,1.0,0.82,0.62,0.83,1.0,0.74,1.0,0.89,0.33
347,Greece,2002,Greece_2002,0.87,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.92,0.75,1.0,1.0,0.82,0.62,0.83,1.0,0.74,1.0,0.89,0.33
348,Greece,2003,Greece_2003,0.87,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.92,0.75,1.0,1.0,0.82,0.62,0.83,1.0,0.74,1.0,0.89,0.33
349,Greece,2004,Greece_2004,0.87,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.92,0.75,1.0,1.0,0.82,0.62,0.83,1.0,0.74,1.0,0.89,0.33
350,Greece,2005,Greece_2005,0.87,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.92,0.75,1.0,1.0,0.82,0.62,0.83,1.0,0.74,1.0,0.89,0.33
351,Greece,2006,Greece_2006,0.87,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.92,0.75,1.0,1.0,0.82,0.62,0.83,1.0,0.74,1.0,0.89,0.33
352,Greece,2007,Greece_2007,0.87,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.92,0.75,1.0,1.0,0.82,0.62,0.83,1.0,0.74,1.0,0.89,0.33
353,Greece,2008,Greece_2008,0.87,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.92,0.75,1.0,1.0,0.82,0.62,0.83,1.0,0.74,1.0,0.89,0.33
354,Greece,2009,Greece_2009,0.87,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.92,0.75,1.0,1.0,0.82,0.62,0.83,1.0,0.74,1.0,0.89,0.33
355,Greece,2010,Greece_2010,0.87,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.92,0.75,1.0,1.0,0.82,0.62,0.83,1.0,0.74,1.0,0.89,0.33
356,Greece,2011,Greece_2011,0.87,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.92,0.75,1.0,1.0,0.82,0.62,0.83,1.0,0.74,1.0,0.89,0.33
357,Greece,2012,Greece_2012,0.87,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.92,0.75,1.0,1.0,0.82,0.62,0.83,1.0,0.74,1.0,0.89,0.33
358,Greece,2013,Greece_2013,0.87,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.92,0.75,1.0,1.0,0.82,0.62,0.83,1.0,0.74,1.0,0.89,0.33
359,Greece,2014,Greece_2014,0.87,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.92,0.75,1.0,1.0,0.82,0.62,0.83,1.0,0.74,1.0,0.89,0.33
360,Greece,2015,Greece_2015,0.87,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.92,0.75,1.0,1.0,0.82,0.62,0.83,1.0,0.74,1.0,0.89,0.33
361,Greece,2016,Greece_2016,0.87,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.92,0.75,1.0,1.0,0.82,0.62,0.83,1.0,0.74,1.0,0.89,0.33
362,Greece,2017,Greece_2017,0.87,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.92,0.75,1.0,1.0,0.82,0.62,0.83,1.0,0.74,1.0,0.89,0.33
363,Greece,2018,Greece_2018,0.87,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.92,0.75,1.0,1.0,0.82,0.62,0.83,1.0,0.74,1.0,0.89,0.33
364,Greece,2019,Greece_2019,0.87,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.92,0.75,1.0,1.0,0.82,0.62,0.83,1.0,0.74,1.0,0.89,0.33
365,Greece,2020,Greece_2020,0.87,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.92,0.75,1.0,1.0,0.82,0.62,0.83,1.0,0.74,1.0,0.89,0.33
366,Greece,2021,Greece_2021,0.87,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.92,0.75,1.0,1.0,0.82,0.62,0.83,1.0,0.74,1.0,0.89,0.33
367,Greece,2022,Greece_2022,0.87,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.92,0.75,1.0,1.0,0.82,0.62,0.83,1.0,0.74,1.0,0.89,0.33
368,Hungary,2000,Hungary_2000,0.86,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.71,0.88,0.25,1.0,0.81,1.0,0.75,0.67,0.94,0.83,1.0,1.0
369,Hungary,2001,Hungary_2001,0.86,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.71,0.88,0.25,1.0,0.81,1.0,0.75,0.67,0.94,0.83,1.0,1.0
370,Hungary,2002,Hungary_2002,0.86,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.71,0.88,0.25,1.0,0.81,1.0,0.75,0.67,0.94,0.83,1.0,1.0
371,Hungary,2003,Hungary_2003,0.86,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.71,0.88,0.25,1.0,0.81,1.0,0.75,0.67,0.94,0.83,1.0,1.0
372,Hungary,2004,Hungary_2004,0.86,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.71,0.88,0.25,1.0,0.81,1.0,0.75,0.67,0.94,0.83,1.0,1.0
373,Hungary,2005,Hungary_2005,0.86,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.71,0.88,0.25,1.0,0.81,1.0,0.75,0.67,0.94,0.83,1.0,1.0
374,Hungary,2006,Hungary_2006,0.86,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.71,0.88,0.25,1.0,0.81,1.0,0.75,0.67,0.94,0.83,1.0,1.0
375,Hungary,2007,Hungary_2007,0.86,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.71,0.88,0.25,1.0,0.81,1.0,0.75,0.67,0.94,0.83,1.0,1.0
376,Hungary,2008,Hungary_2008,0.86,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.71,0.88,0.25,1.0,0.81,1.0,0.75,0.67,0.94,0.83,1.0,1.0
377,Hungary,2009,Hungary_2009,0.86,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.71,0.88,0.25,1.0,0.81,1.0,0.75,0.67,0.94,0.83,1.0,1.0
378,Hungary,2010,Hungary_2010,0.86,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.71,0.88,0.25,1.0,0.81,1.0,0.75,0.67,0.94,0.83,1.0,1.0
379,Hungary,2011,Hungary_2011,0.86,0.89,1.0,0.67,1.0,0.96,1.0,0.88,1.0,0.71,0.88,0.25,1.0,0.81,1.0,0.75,0.67,0.94,0.83,1.0,1.0
380,Hungary,2012,Hungary_2012,0.77,0.44,0.67,0.33,0.33,0.96,1.0,0.88,1.0,0.71,0.88,0.25,1.0,0.95,1.0,0.84,1.0,0.8,0.83,0.56,1.0
381,Hungary,2013,Hungary_2013,0.77,0.44,0.67,0.33,0.33,0.96,1.0,0.88,1.0,0.71,0.88,0.25,1.0,0.95,1.0,0.84,1.0,0.8,0.83,0.56,1.0
382,Hungary,2014,Hungary_2014,0.77,0.44,0.67,0.33,0.33,0.96,1.0,0.88,1.0,0.71,0.88,0.25,1.0,0.95,1.0,0.84,1.0,0.8,0.83,0.56,1.0
383,Hungary,2015,Hungary_2015,0.77,0.44,0.67,0.33,0.33,0.96,1.0,0.88,1.0,0.71,0.88,0.25,1.0,0.95,1.0,0.84,1.0,0.8,0.83,0.56,1.0
384,Hungary,2016,Hungary_2016,0.77,0.44,0.67,0.33,0.33,0.96,1.0,0.88,1.0,0.71,0.88,0.25,1.0,0.95,1.0,0.84,1.0,0.8,0.83,0.56,1.0
385,Hungary,2017,Hungary_2017,0.77,0.44,0.67,0.33,0.33,0.96,1.0,0.88,1.0,0.71,0.88,0.25,1.0,0.95,1.0,0.84,1.0,0.8,0.83,0.56,1.0
386,Hungary,2018,Hungary_2018,0.77,0.44,0.67,0.33,0.33,0.96,1.0,0.88,1.0,0.71,0.88,0.25,1.0,0.95,1.0,0.84,1.0,0.8,0.83,0.56,1.0
387,Hungary,2019,Hungary_2019,0.77,0.44,0.67,0.33,0.33,0.96,1.0,0.88,1.0,0.71,0.88,0.25,1.0,0.95,1.0,0.84,1.0,0.8,0.83,0.56,1.0
388,Hungary,2020,Hungary_2020,0.77,0.44,0.67,0.33,0.33,0.96,1.0,0.88,1.0,0.71,0.88,0.25,1.0,0.95,1.0,0.84,1.0,0.8,0.83,0.56,1.0
389,Hungary,2021,Hungary_2021,0.77,0.44,0.67,0.33,0.33,0.96,1.0,0.88,1.0,0.71,0.88,0.25,1.0,0.95,1.0,0.84,1.0,0.8,0.83,0.56,1.0
390,Hungary,2022,Hungary_2022,0.77,0.44,0.67,0.33,0.33,0.96,1.0,0.88,1.0,0.71,0.88,0.25,1.0,0.95,1.0,0.84,1.0,0.8,0.83,0.56,1.0
